,Rid,RDate,Sentence,Sentiment,Rating,Loyalty
605,121,19/11/2013,extremely pleased.connectivity - excellent.,70,0.8,0
606,121,19/11/2013,the dual band wifi has so far exceeded any other mobile device i have owned.,20,0.8,0
607,121,19/11/2013,one exception and this one of only 2 minor misses.,22,0.8,0
608,121,19/11/2013,"miracast for display is problematic(but works..with effort) knew this going in, but a mini-hdmi would make this an amazing tool for a traveling professional.",47,0.8,0
609,121,19/11/2013,input devices : this one disappointed me a bit.,30,0.8,0
610,121,19/11/2013,if you are looking for a similar stylus experience to the 'note' then this isn not for you if it is critical.,54,0.8,0
611,121,19/11/2013,very 'marginal' for handwritten notes in 'onenote'.,52,0.8,0
612,121,19/11/2013,"strokes are sensitive, but 'jittery'.",40,0.8,0
613,121,19/11/2013,i use it for the handwriting input panel in win8.1 and works fine for this.,66,0.8,0
614,121,19/11/2013,no issues hooking up bluetooth mouse and keyboard.,29,0.8,0
615,121,19/11/2013,personal use : excellent.,70,0.8,0
616,121,19/11/2013,note: i would recommend only 64gb model!,58,0.8,0
617,121,19/11/2013,"i made a mistake on my first one and ended up with 32gb (wife has this now) :) in my opinion, 32gb should not be sold.",32,0.8,0
618,121,19/11/2013,"you max out the memory in a heart beat, especially if you are using business apps.",60,0.8,0
619,121,19/11/2013,works excellent as media/reader/movies etc.,78,0.8,0
620,121,19/11/2013,5gb 1080p mkv files with pass through dts audio play flawless in vlc.i give value 5 for 5 despite the 2 minor misses as i consider those my 'quest for the ultimate portable' and it is hard to knock considering the price-point and value.,31,0.8,0
621,121,19/11/2013,if this device had a mini-hdmi so i could use to present ppt and a smoother stylus for hand-writing notes on par with wacomm...this would be the device i have always searched for.,27,0.8,0
622,121,19/11/2013,"but hey, for the money amazing value/performance and quality.",73,0.8,0
623,121,19/11/2013,nice job brandx.,59,0.8,0
624,121,19/11/2013,"pros:screen, performance, mobility, battery, quality of build cons:stylus - 'jittery' but sensitive, no mini-hdmi.",14,0.8,0
